,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
4009,Grey,Trailer,LOCAL,1981,Boat Trailer,19/01/2022,Waikato
4010,Black,MG,HS,2021,Stationwagon,16/03/2022,Counties/Manukau
4011,White,Mitsubishi,LANCER,1980,Saloon,29/11/2021,Canterbury
4012,Silver,Mercedes-Benz,CLA180,2014,Sports Car,12/03/2022,Auckland City
4013,White,Toyota,HILUX 2.0,1989,Flat Deck Truck,17/11/2021,Eastern
4014,Grey,Mitsubishi,L200 D/CAB,1989,Utility,29/03/2022,Canterbury
4015,Red,Toyota,COROLLA,1989,Saloon,27/11/2021,Waitemata
4016,Silver,Toyota,HILUX,1998,Stationwagon,24/03/2022,Canterbury
4017,Silver,Ford,COURIER 4 X 4,1990,Utility,5/01/2022,Bay of Plenty
4018,White,Isuzu,SPACE CAB,1990,Utility,10/01/2022,Canterbury
4019,Gold,Mitsubishi,L200 SPORT D/CAB,1990,Utility,2/11/2021,Wellington
4020,Orange,Anglo,CARAVAN,1973,Caravan,15/12/2021,Central
4021,White,Trailer,HALCROW,2010,Trailer,1/12/2021,Wellington
4022,Blue,Trailer,HOMEBUILT,1998,Trailer,16/10/2021,Auckland City
4023,Blue,Trailer,DAYTECH,2009,Trailer,22/12/2021,Northland
4024,Grey,Trailer,VOYAGER,1999,Boat Trailer,1/02/2022,Waitemata
4025,White,Caravan,AVONDALE,2005,Caravan,27/02/2022,Canterbury
4026,Silver,Trailer,ELITE8 X 4,2009,Trailer,14/02/2022,Canterbury
4027,Silver,Trailer,ONE,2009,Trailer,15/03/2022,Southern
4028,Silver,Homebuilt,HOSKING V17,1993,Boat Trailer,4/04/2022,Northland
4029,Silver,Pinto,UNBRAKED TANDEM,2010,Trailer,25/03/2022,Southern
4030,Silver,Trailer,DOMESTIC,2009,Trailer,13/01/2022,Waitemata
4031,Grey,Trailer,AVON,2009,Trailer,13/12/2021,Auckland City
4032,Green,Mitsubishi,L200,1998,Utility,23/02/2022,Bay of Plenty
4033,Blue,Holden,COMMODORE,2004,Saloon,21/03/2022,Waikato
4034,Silver,Kia,PRIDE,1996,Hatchback,30/01/2022,Waitemata
4035,White,Isuzu,N SERIES,2022,Other Truck,25/03/2022,Southern
4036,White,Toyota,CAMRY,2000,Stationwagon,15/03/2022,Canterbury
4037,White,Nissan,NAVARA,1995,Utility,28/02/2022,Northland
4038,Black,Nissan,SKYLINE,2007,Saloon,21/11/2021,Counties/Manukau
4039,Black,Mercedes-Benz,X-CLASS,2020,Utility,18/02/2022,Counties/Manukau
4040,Silver,Toyota,CALDINA,2004,Stationwagon,28/02/2022,Canterbury
4041,White,Mitsubishi,L300,2012,Light Van,4/04/2022,Waitemata
4042,Grey,Kia,SORENTO,2022,Stationwagon,21/03/2022,Auckland City
4043,Blue,Ford,XLT ECONOVAN,1991,Other Truck,5/03/2022,Central
4044,Grey,Honda,ACCORD,2008,Saloon,10/03/2022,Counties/Manukau
4045,Grey,Audi,RS4,2015,Stationwagon,9/02/2022,Counties/Manukau
4046,Black,Toyota,AQUA,2014,Hatchback,31/03/2022,Auckland City
4048,Silver,Toyota,AQUA,2016,Hatchback,4/04/2022,Auckland City
4049,Black,Nissan,NAVARA,2022,Utility,1/04/2022,Bay of Plenty
4050,Grey,Toyota,STARLET,1998,Hatchback,2/03/2022,Wellington
4051,Red,Toyota,RACTIS,2008,Hatchback,3/03/2022,Counties/Manukau
4052,White,Toyota,AQUA,2014,Hatchback,1/04/2022,Counties/Manukau
4053,Black,Subaru,LEGACY,2006,Stationwagon,21/11/2021,Waitemata
4054,Silver,Holden,BERLINA,2003,Saloon,31/03/2022,Bay of Plenty
4055,Blue,BMW,323I,2005,Saloon,3/04/2022,Waitemata
4056,Silver,BMW,X5,2012,Stationwagon,2/04/2022,Waitemata
4057,Yellow,Mercedes-Benz,SPRINTER,2018,Light Van,22/03/2022,Counties/Manukau
4058,Silver,Mitsubishi,TRITON,2014,Utility,26/03/2022,Waitemata
4059,White,Isuzu,NKR250,1990,Flat Deck Truck,19/02/2022,Tasman
4060,Grey,Nissan,PRIMERA,1996,Saloon,21/03/2022,Wellington
4061,White,Toyota,HI LUX,1990,Flat Deck Truck,26/01/2022,Wellington
4062,Silver,Toyota,MARKX,2005,Saloon,25/03/2022,Bay of Plenty
4063,White,Ford,TRANSIT,1998,Mobile Home - Light,17/01/2022,Auckland City
4064,Red,Holden,COMMODORE EXECUTIVE,1990,Saloon,2/04/2022,Southern
4065,Silver,Nissan,SENTRA,1990,Saloon,18/10/2021,Central
4066,Grey,Mitsubishi,L200 SPORT,1990,Utility,7/10/2021,Central
4067,White,Toyota,COROLLA L/B MAN,1990,Sports Car,30/03/2022,Eastern
4068,Blue,Mazda,ASTINA GLX,1991,Hatchback,30/01/2022,Canterbury
4069,Blue,Mitsubishi,L200,1991,Utility,25/12/2021,Wellington
4070,Silver,Mitsubishi,LANCER,1991,Saloon,2/03/2022,Northland
4071,Red,Mitsubishi,L200,1991,Other Truck,7/11/2021,Auckland City
4072,White,Subaru,LEGACY,1991,Stationwagon,2/04/2022,Counties/Manukau
4073,Red,Toyota,HILUX 2.4 CAB/C,1991,Utility,8/03/2022,Bay of Plenty
4074,Red,Honda,CIVIC 4DR LX MAN,1991,Saloon,23/11/2021,Wellington
4075,Brown,Ford,ECONOVAN LWB GLAS,1991,Light Van,6/12/2021,Bay of Plenty
4076,Grey,Kea,K744T,2010,Trailer,2/04/2022,Northland
4077,Silver,Trailer,LIGHT,2000,Trailer,29/01/2022,Bay of Plenty
4078,White,Trailer,FACTORY BUILT,2010,Trailer,1/03/2022,Central
4079,Silver,Trailer,BOAT,2006,Boat Trailer,28/03/2022,Bay of Plenty
4080,Yellow,Trailer,SULLAIR 185,2010,Trailer - Heavy,22/03/2022,Waikato
4081,Silver,Kea,K85SAT,2010,Trailer,17/11/2021,Northland
4082,Grey,Toko,5M BOAT TRAILER,2006,Boat Trailer,11/10/2021,Southern
4083,Green,Trailer,4A TIPPER TRAILER,2010,Trailer - Heavy,16/02/2022,Counties/Manukau
4084,Silver,Trailer,TANDEM,2010,Trailer,18/10/2021,Bay of Plenty
4085,Silver,Briford,8X4,2010,Trailer,14/11/2021,Tasman
4086,Grey,Homebuilt,BOAT TRAILER,1990,Boat Trailer,20/03/2022,Waikato
4087,Grey,Trailer,BOAT,1997,Boat Trailer,28/11/2021,Waitemata
4088,Green,Trailer,HOMEBUILT,2001,Trailer,19/03/2022,Canterbury
4089,White,Trailer,CLOSED IN,2010,Trailer,10/01/2022,Auckland City
4090,White,Trailer,SHUTTLE,2007,Trailer,15/03/2022,Central
4091,Grey,Audi,Q7,2008,Stationwagon,26/10/2021,Wellington
4092,Silver,Trailer,8X5 ELITE TANDEM,2011,Trailer,17/01/2022,Tasman
4093,Silver,Pinto,BRAKED TANDEM,2011,Trailer,2/02/2022,Counties/Manukau
4094,Silver,Homebuilt,TRAILER,2011,Trailer,1/01/2022,Tasman
4095,Silver,Trailer,KEVIN HYDE ENG,2005,Boat Trailer,8/03/2022,Canterbury
4096,Silver,Briford,"8X4'6""",2011,Trailer,7/03/2022,Canterbury
4097,Silver,Trailer,DOMESTIC TRAILER,2011,Trailer,21/02/2022,Waikato
4098,Silver,Trailer,TRAILER WORLD 10X6,2011,Trailer,8/12/2021,Counties/Manukau
4099,Silver,Trailer,EUTE 8X4 5,2011,Trailer,6/02/2022,Wellington
4100,Silver,Trailer,ELITE 8X4 T,2011,Trailer,5/03/2022,Canterbury
4102,Silver,Trailer,KEA,2011,Trailer - Heavy,17/11/2021,Counties/Manukau
4103,Red,Trailer,HOMEMADE,1976,Trailer,25/11/2021,Wellington
4104,White,Caravan,15FT POPTP,1970,Caravan,20/01/2022,Wellington
4105,Yellow,Trailer,ATLAS COPCO XAS97,2011,Trailer - Heavy,4/02/2022,Central
4106,Silver,Trailer,PRESCOTT,2011,Trailer,16/11/2021,Bay of Plenty
4107,Grey,Trailer,GENERATOR,2011,Trailer - Heavy,10/03/2022,Counties/Manukau
4108,Blue,Briford,6X4,1993,Trailer,21/03/2022,Canterbury
4109,Silver,Trailer,BRIFORD 6X4,2011,Trailer,6/12/2021,Canterbury
4110,Silver,Trailer,SEDCO,2011,Trailer,15/02/2022,Bay of Plenty
4111,White,Honda,CIVIC 3 DR,1987,Hatchback,23/10/2021,Tasman
4112,Blue,Nissan,SENTRA,1991,Hatchback,5/12/2021,Bay of Plenty
4113,Black,Nissan,NAVARA 4WD,1987,Utility,26/12/2021,Canterbury
4114,Green,Toyota,COROLLA SED AUT,1991,Saloon,24/11/2021,Southern
4115,White,Toyota,AQUA,2013,Hatchback,11/01/2022,Counties/Manukau
4116,White,Toyota,HILUX D/CAB,1992,Utility,4/02/2022,Wellington
4117,Grey,Mitsubishi,L300,1992,Light Van,26/10/2021,Wellington
4118,Red,Mazda,626 SEDAN GLX,1991,Saloon,18/02/2022,Bay of Plenty
4119,Grey,Ford,LASER GHIA,1992,Hatchback,26/01/2022,Canterbury
4120,Blue,Mitsubishi,V3000,1992,Saloon,15/12/2021,Eastern
4121,White,Ford,COURIER XL,1992,Utility,20/11/2021,Bay of Plenty
4122,White,Toyota,HIACE,1992,Light Van,2/03/2022,Bay of Plenty
4123,Red,Toyota,HIACE 2.4ZR SR5,1992,Light Van,10/03/2022,Auckland City
4124,Red,Toyota,COROLLA L/B MAN,1992,Sports Car,29/03/2022,Southern
4125,Silver,Honda,CIVIC 4DR LX AUTO,1992,Saloon,21/03/2022,Auckland City
4126,White,Toyota,COASTER,1983,Mobile Home - Light,2/01/2022,Bay of Plenty
4127,Red,Honda,ACCORD LX MAN,1992,Saloon,17/02/2022,Central
4128,White,Nissan,NAVARA,1988,Utility,26/11/2021,Canterbury
4129,White,Toyota,HIACE 2.4ZL MAN,1992,Light Van,12/12/2021,Canterbury
4130,Blue,Ford,FESTIVA 1.3XL 3DR,1992,Hatchback,24/03/2022,Central
4131,Red,Toyota,HILUX 2.8 D/C,1993,Utility,29/12/2021,Central
4132,White,Toyota,HIACE 2.4ZL H/B,1993,Light Van,31/03/2022,Tasman
4133,Silver,Homebuilt,HOSKING MULTI,1993,Boat Trailer,28/02/2022,Waitemata
4134,Silver,Trailer,OTHER COMMERCIAL TRA,2012,Trailer - Heavy,1/02/2022,Bay of Plenty
4135,Silver,Trailer,BOAT,2009,Boat Trailer,31/01/2022,Auckland City
4136,Silver,Trailer,HELMACK 10X5,2011,Trailer - Heavy,11/11/2021,Canterbury
4137,Silver,Kea,KC105,2011,Trailer,16/10/2021,Central
4138,Green,Trailer,MONOWAY,2006,Trailer,8/02/2022,Auckland City
4139,Silver,Trailer,HOMEMADE,2011,Boat Trailer,24/12/2021,Southern
4140,Silver,Trailer,HOMEBUILT,2008,Trailer,17/03/2022,Waikato
4141,Silver,Trailer,FOXENG 850,2011,Trailer,4/12/2021,Central
4142,Silver,Trailer,ELITE 7X4 S,2011,Trailer,7/12/2021,Canterbury
4143,Black,Trailer,HOMEBUILT,2011,Trailer,19/03/2022,Bay of Plenty
4144,Silver,Trailer,8X5S,2011,Trailer,29/10/2021,Canterbury
4145,Silver,Trailer,HELMACK 8X4,2011,Trailer - Heavy,12/02/2022,Canterbury
4146,Silver,Factory Built,BRENT SMITH TRAILERS,2011,Trailer,11/12/2021,Wellington
4147,Grey,Trailer,BUCCANER 605X5,2011,Boat Trailer,10/02/2022,Auckland City
4148,Silver,Briford,8X5 TANDEM,2011,Trailer,5/01/2022,Southern
4149,Silver,Trailer,8X5TB,2012,Trailer,7/10/2021,Canterbury
4150,Grey,Trailer,MONOWAY,2011,Trailer - Heavy,24/02/2022,Eastern
4151,Silver,Factory Built,BRENT SMITH TRAILERS,2011,Trailer,28/03/2022,Central
4152,White,Ford,LASER 1.3XL HATCH,1993,Hatchback,28/03/2022,Waikato
4153,White,Toyota,MARKX,2006,Saloon,3/04/2022,Waikato
4154,Red,Ford,FAIRMONT GHIA COLAUT,1993,Saloon,27/02/2022,Bay of Plenty
4155,White,Ford,COURIER XL C/CAB,1993,Utility,2/12/2021,Canterbury
4156,Green,Ford,LASER GL,1993,Saloon,5/03/2022,Auckland City
4157,Green,Mitsubishi,L200 2.5DSL TBO,1993,Utility,31/03/2022,Southern
4158,Blue,Mitsubishi,LANCER 1.6 GLXI M SE,1993,Saloon,18/12/2021,Counties/Manukau
4159,White,Toyota,HILUX 2.4 D/C,1993,Utility,13/11/2021,Canterbury
4160,Green,Ford,TELSTAR GHIA,1993,Saloon,14/10/2021,Bay of Plenty
4161,Black,Audi,RS4,2021,Stationwagon,24/03/2022,Waikato
4162,Green,Nissan,BLUEBIRD,1993,Saloon,22/11/2021,Tasman
4163,Blue,Toyota,HILUX 2.4 SR5,1993,Utility,14/03/2022,Wellington
4164,Black,Nissan,SAFARI,1989,Utility,19/01/2022,Southern
4165,Blue,Mitsubishi,MAGNA 2.6I GLX M,1993,Saloon,19/11/2021,Bay of Plenty
4166,Red,Ford,COURIER 4X2 CREW,1993,Utility,28/03/2022,Waikato
4167,Silver,Honda,LEGEND COUPE 3.2,1993,Sports Car,19/10/2021,Auckland City
4168,Black,Nissan,SAFARI,1989,Stationwagon,1/11/2021,Auckland City
4169,Red,Honda,CIVIC 4DR LX AUTO,1993,Saloon,1/04/2022,Waikato
4170,White,Toyota,HI-LUX 2.4 C/C,1993,Utility,30/01/2022,Canterbury
4171,Green,Mitsubishi,GALANT 2.0 GLXI M,1994,Saloon,5/01/2022,Canterbury
4172,Black,Nissan,X-TRAIL,2007,Stationwagon,18/02/2022,Eastern
4173,Grey,Mazda,BONGO,2003,Stationwagon,4/03/2022,Waikato
4174,Green,Suzuki,JIMNY,2021,Stationwagon,21/01/2022,Waikato
4175,Black,Nissan,FAIRLADY,1980,Sports Car,12/11/2021,Bay of Plenty
4176,Red,Nissan,SAFARI GRANROAD,1990,Light Van,20/10/2021,Waitemata
4177,Green,Honda,ACCORD EXI-S AUTO,1994,Saloon,20/12/2021,Southern
4178,Green,Nissan,SENTRA,1994,Stationwagon,27/11/2021,Wellington
4179,Blue,Nissan,NAVARA,1994,Utility,21/03/2022,Central
4180,Purple,Ford,LASER GL AUTO,1994,Saloon,21/01/2022,Bay of Plenty
4181,Silver,Honda,CIVIC 4DR EXI AUTO,1994,Saloon,8/03/2022,Wellington
4182,Black,Nissan,NAVARA,2005,Utility,23/03/2022,Counties/Manukau
4183,Silver,Trailer,TRAYLA,2012,Trailer,14/01/2022,Central
4184,Silver,Briford,10 X 5 TANDEM,2012,Trailer,5/04/2022,Canterbury
4186,Silver,Trailer,CENTRAL CUSTOMS,2012,Trailer,24/02/2022,Canterbury
4187,Grey,Trailer,HOMEBUILT,2007,Trailer,24/10/2021,Central
4188,Silver,Trailer,ELITE 7X4,2012,Trailer,13/01/2022,Canterbury
4189,Silver,Trailer,ELITE 8X5 T,2012,Trailer,11/10/2021,Canterbury
4190,Silver,Trailer,LOCAL,2012,Trailer,21/03/2022,Wellington
4191,Silver,Trailer,DOMESTIC,2012,Trailer,29/11/2021,Counties/Manukau
4192,Silver,Trailer,HOMEBUILT,2012,Trailer,21/03/2022,Waitemata
4193,Grey,Homebuilt,DOMESTIC TRAILER,2012,Trailer,31/01/2022,Southern
4194,Silver,Homebuilt,TRAILER,1994,Trailer,13/12/2021,Bay of Plenty
4195,Grey,Homebuilt,TRAILER,2012,Trailer,22/02/2022,Canterbury
4196,Silver,Trailer,ELITE 8X4S,2012,Trailer,2/03/2022,Canterbury
4197,Blue,Toyota,HILUX,1990,Utility,31/01/2022,Canterbury
4198,White,Ford,COURIER XL D,1994,Utility,2/11/2021,Counties/Manukau
4199,Brown,Nissan,SAFARI GRAND ROAD,1989,Stationwagon,7/12/2021,Northland
4200,Green,Mazda,B2200 CAB PLUS,1995,Utility,16/12/2021,Waitemata
4201,White,Nissan,SENTRA,1995,Hatchback,12/10/2021,Canterbury
4202,Green,Nissan,NAVARA,1995,Utility,12/01/2022,Counties/Manukau
4203,Blue,Ford,LASER 1.6 GLXI 5DOOR,1995,Hatchback,1/11/2021,Waikato
4204,White,Nissan,NAVARA,1995,Utility,28/12/2021,Waikato
4205,White,Toyota,HI-LUX 2.4 C/C,1995,Utility,30/12/2021,Northland
4206,White,Mitsubishi,L200 2.0PET 2WD C/C,1995,Utility,1/12/2021,Wellington
4207,Red,Honda,CIVIC 4DR LX MANUAL,1995,Saloon,27/12/2021,Southern
4208,Grey,Mazda,FAMILIA INTERPLAY DO,1990,Saloon,26/11/2021,Central
4209,Green,Toyota,COROLLA,1994,Hatchback,17/03/2022,Northland
4210,White,Ford,TRANSIT 190 DIESE,1995,Heavy Van,11/01/2022,Waikato
4211,Blue,Toyota,COROLLA 1.6P GL HBAC,1995,Hatchback,7/03/2022,Canterbury
4212,White,Toyota,COROLLA 1.3P XL HBAC,1995,Hatchback,12/01/2022,Wellington
4213,Grey,Holden,ROYALE 6,1984,Saloon,17/10/2021,Bay of Plenty
4214,Green,Toyota,COROLLA 1.6P GL HBAC,1995,Hatchback,27/01/2022,Bay of Plenty
4215,White,Mitsubishi,L300,1995,Heavy Van,13/01/2022,Auckland City
4216,Green,Nissan,BLUEBIRD,1992,Saloon,28/03/2022,Southern
4217,White,Suzuki,SWIFT,2021,Hatchback,23/02/2022,Auckland City
4218,White,Toyota,HIACE 2.4ZR MAN,1995,Light Van,19/10/2021,Canterbury
4219,Red,Mitsubishi,L200,1995,Utility,26/10/2021,Central
4220,White,Mitsubishi,DELICA,1990,Light Van,23/03/2022,Waitemata
4221,Green,Toyota,CORONA,1995,Saloon,25/01/2022,Southern
4222,Black,Nissan,SAFARI,1988,Stationwagon,10/01/2022,Central
4223,White,Holden,COMBO,1996,Light Van,9/03/2022,Central
4224,Red,Mazda,EUNOS ROADSTER,1989,Sports Car,29/03/2022,Bay of Plenty
4225,White,Honda,CIVIC 3DR LX MAN,1991,Hatchback,24/01/2022,Canterbury
4227,Grey,Trailer,RENEGADE,2013,Trailer,7/10/2021,Waitemata
4228,White,Jayco,STERLING,2007,Caravan,5/12/2021,Canterbury
4229,White,Caravan,LUNA,2005,Caravan,13/02/2022,Canterbury
4230,Silver,Trailer,DOMESTIC,2012,Trailer,5/04/2022,Northland
4231,Silver,Trailer,E4100SA,2012,Boat Trailer,11/01/2022,Central
4232,Grey,Trailer,MACKAY,2005,Boat Trailer,29/12/2021,Central
4233,Grey,Trailer,MUDGEWAY,2012,Boat Trailer,17/12/2021,Counties/Manukau
4235,Silver,Briford,9X4 TANDEM,2012,Trailer,18/01/2022,Canterbury
4236,Silver,Trailer,CAR DOLLY,2012,Trailer,4/02/2022,Waikato
4237,Silver,Homebuilt,TRAILER,1994,Trailer,4/11/2021,Central
4238,Silver,Kea,TANDEM TRAILER,2013,Trailer,9/12/2021,Waikato
4239,Silver,Homebuilt,AGRI STEEL TANDEM,1994,Trailer,24/01/2022,Counties/Manukau
4240,Silver,Trailer,FACTORY,2012,Trailer,29/01/2022,Wellington
4241,Silver,Trailer,ELITE 8X4 S,2012,Trailer,1/02/2022,Canterbury
4242,Silver,Mono - Way,TRAILER,2013,Trailer,17/03/2022,Wellington
4243,Red,Mazda,FAMILIA,1991,Hatchback,28/11/2021,Canterbury
4244,White,Nissan,DATSUN,1992,Utility,12/10/2021,Waikato
4245,Brown,Toyota,COROLLA,1996,Hatchback,12/03/2022,Bay of Plenty
4246,White,Mitsubishi,L200,1996,Utility,15/02/2022,Auckland City
4247,Green,Holden,VS UTILITY,1996,Utility,10/02/2022,Tasman
4248,Black,Toyota,CHASER,1998,Saloon,22/12/2021,Central
4249,Black,Nissan,LAUREL,1991,Saloon,18/10/2021,Canterbury
4250,White,Toyota,HILUX,1986,Stationwagon,29/11/2021,Canterbury
4251,Green,Ford,FALCON,1996,Stationwagon,22/11/2021,Canterbury
4252,Red,Nissan,MAXIMA,1996,Saloon,16/11/2021,Waitemata
4253,White,Ford,COURIER,1996,Utility,23/01/2022,Central
4254,Green,Mitsubishi,L300,1996,Heavy Van,20/01/2022,Canterbury
4255,Green,Mazda,323,1996,Saloon,19/12/2021,Northland
4256,Red,Ford,FESTIVA,1996,Hatchback,7/03/2022,Waikato
4257,Blue,Ford,LASER,1996,Saloon,24/11/2021,Bay of Plenty
4258,Blue,Nissan,MAXIMA,1996,Saloon,2/11/2021,Canterbury
4259,White,Nissan,MURANO,2006,Stationwagon,15/02/2022,Waikato
4260,Green,Mazda,SENTIA,1991,Saloon,26/10/2021,Southern
4261,Green,Ford,UTILITY,1996,Utility,16/12/2021,Wellington
4262,Blue,Mazda,REVUE,1991,Saloon,2/03/2022,Canterbury
4263,White,Nissan,NAVARA,1996,Utility,29/03/2022,Tasman
4264,Red,Mazda,626,1996,Stationwagon,26/02/2022,Wellington
4265,Blue,Toyota,LANDCRUISER,1996,Stationwagon,23/10/2021,Canterbury
4266,White,Toyota,HILUX,1996,Utility,27/10/2021,Canterbury
4267,Blue,Ford,TELSTAR,1997,Saloon,6/01/2022,Northland
4268,Silver,Mercedes-Benz,E,1997,Saloon,10/03/2022,Canterbury
4269,White,Ford,TRANSIT,1997,Heavy Van,4/04/2022,Tasman
4270,White,Toyota,COROLLA,1992,Saloon,31/01/2022,Southern
4271,Blue,Honda,CIVIC,1997,Saloon,11/03/2022,Wellington
4272,Green,Mazda,323,1997,Saloon,1/11/2021,Wellington
4273,White,Nissan,S-CARGO,1989,Light Van,23/12/2021,Tasman
4274,White,Toyota,MARKX,2006,Saloon,13/03/2022,Waikato
4275,Silver,Trailer,HOMEBUILT AFC JETSKI,2013,Trailer,27/03/2022,Waikato
4276,Silver,Trailer,FOXENG 2000,2013,Trailer,29/03/2022,Wellington
4277,Silver,Trailer,TRAILER PRO,2003,Trailer,1/04/2022,Northland
4278,Pink,Trailer,HOMEBUILT,2013,Trailer,17/01/2022,Canterbury
4279,Silver,Trailer,LOCAL,2013,Trailer,31/12/2021,Southern
4280,Silver,Trailer,HAULER,2013,Trailer,28/03/2022,Canterbury
4281,White,Homebuilt,DOMESTIC TRAILER,2013,Trailer,30/11/2021,Canterbury
4282,Silver,Trailer,FACTORY TANDEM,2013,Trailer,8/02/2022,Canterbury
4283,Red,Trailer,DOMESTIC,2000,Trailer,14/02/2022,Central
4284,Silver,Briford,DOMESTIC TRAILER,2013,Trailer,23/02/2022,Canterbury
4285,Black,Trailer,HOMEMADE,1997,Trailer,1/02/2022,Northland
4286,Silver,Trailer,BOAT VOYAGER,1997,Boat Trailer,5/01/2022,Central
4287,Blue,Trailer,HOMEBUILT,1980,Trailer,10/11/2021,Waikato
4288,Silver,Lochiel,14X6.6 SALV,2013,Trailer,23/10/2021,Southern
4289,Silver,Trailer,SHIFTER 3.1,2013,Trailer,8/11/2021,Canterbury
4290,Blue,Suzuki,VITARA,1997,Stationwagon,9/02/2022,Northland
4291,White,Toyota,HILUX,1989,Utility,20/12/2021,Bay of Plenty
4292,Red,Nissan,SENTRA,1997,Saloon,24/11/2021,Canterbury
4293,Green,Honda,CRV,1997,Light Van,4/04/2022,Bay of Plenty
4294,Blue,Toyota,HILUX,1989,Utility,24/01/2022,Canterbury
4295,Grey,Toyota,HILUX,1993,Utility,8/03/2022,Northland
4296,Blue,Toyota,HILUX,1994,Stationwagon,4/04/2022,Canterbury
4297,Blue,Isuzu,BIGHORN,1994,Stationwagon,31/12/2021,Northland
4298,White,Isuzu,N SERIES 100P,1997,Other Truck,4/03/2022,Waitemata
4299,Red,Honda,ACCORD,1997,Saloon,15/10/2021,Southern
4300,White,Ford,ECONOVAN,1997,Light Van,12/10/2021,Canterbury
4301,Silver,Chrysler,GRAND VOYAGER,1997,Light Van,15/12/2021,Tasman
4302,Silver,Toyota,COROLLA,1997,Hatchback,16/02/2022,Auckland City
4303,Grey,Toyota,HILUX,1994,Utility,7/11/2021,Wellington
4304,Green,Nissan,SENTRA,1997,Hatchback,24/01/2022,Bay of Plenty
4305,White,Toyota,COROLLA,1997,Saloon,7/10/2021,Central
4306,Red,Nissan,MAXIMA,1997,Saloon,5/11/2021,Central
4307,Silver,Nissan,PRIMERA,1997,Saloon,23/11/2021,Bay of Plenty
4308,White,Toyota,HILUX,1997,Utility,30/01/2022,Bay of Plenty
4309,Grey,Toyota,HILUX,1995,Utility,20/11/2021,Northland
4310,White,Nissan,DATSUN,1992,Utility,25/11/2021,Canterbury
4311,Red,Nissan,PRIMERA,1997,Saloon,11/03/2022,Wellington
4312,White,Ford,TRADER,1997,Flat Deck Truck,2/12/2021,Central
4313,Gold,Honda,CIVIC,1997,Saloon,8/01/2022,Southern
4314,Blue,Audi,A3,1997,Hatchback,3/04/2022,Central
4315,Green,Toyota,STARLET,1997,Hatchback,12/02/2022,Auckland City
4316,White,Nissan,PRIMERA,1997,Saloon,21/10/2021,Eastern
4317,Blue,Honda,ACCORD,1997,Saloon,8/03/2022,Auckland City
4318,White,Toyota,HIACE,1997,Light Van,24/12/2021,Northland
4319,Gold,Mitsubishi,PAJERO,1990,Stationwagon,5/01/2022,Waitemata
4320,Green,Nissan,MAXIMA,1997,Saloon,2/02/2022,Bay of Plenty
4321,Red,Nissan,TERRANO,1993,Stationwagon,11/01/2022,Northland
4322,White,Mitsubishi,L200,1998,Utility,7/12/2021,Bay of Plenty
4323,Blue,Nissan,MISTRAL,1994,Stationwagon,23/01/2022,Canterbury
4324,Green,Toyota,CAMRY,1998,Saloon,16/02/2022,Canterbury
4325,Green,Nissan,DATSUN,1992,Utility,25/03/2022,Bay of Plenty
4326,White,Toyota,DYNA,1993,Other Truck,30/03/2022,Canterbury
4327,Green,Nissan,NAVARA,1998,Utility,26/10/2021,Northland
4328,Red,Toyota,HILUX,1998,Other Truck,10/11/2021,Tasman
4329,White,Toyota,HILUX,1998,Utility,9/12/2021,Canterbury
4330,Grey,Toyota,HIACE,1994,Light Van,9/01/2022,Canterbury
4331,White,Hyundai,H100,1998,Light Van,25/11/2021,Canterbury
4332,Silver,Toyota,SPRINTER,1995,Stationwagon,23/10/2021,Auckland City
4341,Red,Holden,VT COMMODORE,1998,Saloon,26/11/2021,Counties/Manukau
4342,White,Nissan Diesel,MK205,1998,Other Truck,17/01/2022,Counties/Manukau
4343,Green,Mitsubishi,PAJERO,1994,Stationwagon,17/02/2022,Waitemata
4344,White,Toyota,STARLET,1993,Hatchback,3/02/2022,Central
4345,Green,Ford,FALCON,1998,Saloon,31/01/2022,Eastern
4346,Red,Subaru,FORESTER,1998,Stationwagon,26/03/2022,Wellington
4347,Green,Honda,CIVIC,1998,Saloon,13/12/2021,Wellington
4348,Green,Nissan,TERRANO,1996,Stationwagon,15/10/2021,Eastern
4349,Blue,Nissan,MAXIMA,1998,Saloon,16/11/2021,Waikato
4350,White,Toyota,HILUX,1998,Utility,27/02/2022,Eastern
4351,Blue,Holden,VT COMMODORE,1998,Saloon,23/10/2021,Canterbury
4352,Red,Nissan,TERRANO,1990,Stationwagon,12/11/2021,Bay of Plenty
4353,Green,Mitsubishi,L200,1998,Utility,18/12/2021,Canterbury
4354,Blue,Honda,DOMANI,1993,Saloon,28/03/2022,Eastern
4355,White,Toyota,HILUX,1998,Other Truck,11/01/2022,Eastern
4356,Blue,Ford,FESTIVA,1998,Hatchback,15/11/2021,Auckland City
4357,Silver,Nissan,SENTRA,1998,Hatchback,19/03/2022,Auckland City
4358,White,Mazda,FAMILIA,1995,Hatchback,3/11/2021,Bay of Plenty
4359,White,Toyota,PRADO,1998,Stationwagon,26/02/2022,Northland
4360,Blue,Ford,FESTIVA,1998,Hatchback,21/11/2021,Central
4361,Red,Suzuki,WAGON R,1998,Stationwagon,24/02/2022,Wellington
4362,Blue,Nissan,TERRANO,1993,Stationwagon,14/03/2022,Northland
4363,Gold,Honda,CIVIC,1998,Saloon,23/11/2021,Southern
